"unique_code"|"subject"|"date"|"author_id"|"res_id"|"res_model"|"message_type"|"body"
"532"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015341"|"crm.lead"|"comment"|"SALTA CONTESTADOR "
"533"|"SleadsSec"|"2021-10-04 00:00:00"|"Carmen González"|"SL015341"|"crm.lead"|"comment"|"SALTA CONTESTADOR "
"534"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015342"|"crm.lead"|"comment"|"JARDINERIA Y MANTENIMIENTO CAMPOS DE GOLF No monitorizan ni tienen pensado pero me dice que le envíe información "
"535"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015343"|"crm.lead"|"comment"|"ELLOS SOLO SE DEDICAN A LA DISTRIBUCION. TRABAJAN CON DIFERENTES AGRICULTORES Y DISTRIBUYEN SUS PRODUCTOS "
"536"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015344"|"crm.lead"|"comment"|"Ya tienen monitorizados todos sus cultivos "
"537"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015345"|"crm.lead"|"comment"|"SON DISTRIBUIDORES DE SU PROPIO ACEITE. DE MOMENTO NO LES INTERESA.AUN ASI ENVIO INFORMACION "
"538"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015346"|"crm.lead"|"comment"|"SE DEDICAN A LA VENTA DE CESPED. NO LES INTERESA. SIEMPRE HAY ALGUIEN EN CULTIVO Y SI LLUEVE SE CORTA EL RIEGO DE FORMA MANUAL "
"539"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015347"|"crm.lead"|"comment"|"Se dedican al alquiler de servicios de abono y recolección No hacen nada de regadio. No les interesa "
"540"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015348"|"crm.lead"|"comment"|"CONSULTORIA AGRICOLA NO RESPONDEN NI EN FIJO NI EN MOVIL "
"541"|"SleadsSec"|"2021-10-05 00:00:00"|"Carmen González"|"SL015348"|"crm.lead"|"comment"|"ME DICE QUE LE LLAME EN UNA HORA "
"542"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015349"|"crm.lead"|"comment"|"No tienen cultivo propio. Compran a diferentes agricultores y distribuyen su productos. Me dice que le envíe informa. Me dice que de todas formas envíe información por si algún agricultor preguntara. "
"543"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015350"|"crm.lead"|"comment"|"Ocupado. Llamar por la tarde "
"544"|"SleadsSec"|"2021-09-23 00:00:00"|"José Luis Trillo"|"SL015351"|"crm.lead"|"comment"|"OSCAR ASIAIN que pertenecía a dynamical tool, ha dejado la empresa y llama preguntando por Abel. "
"545"|"SleadsSec"|"2021-09-27 00:00:00"|"Abel Neila"|"SL015351"|"crm.lead"|"comment"|"Me indica que necesitaría pantallas similares a Dwin "
"546"|"SleadsSec"|"2021-09-23 00:00:00"|"Carmen González"|"SL015352"|"crm.lead"|"comment"|"POR LA WEB PARACIAN FABRICANTES DE VIVEROS Y CUANDO LLAMO ME DICE QUE TIENEN UN VIVERO EN SEGOVIA COMPLETAMENTE ACONDICIONADO Y VENDEN LAS PLANTAS "
"547"|"SleadsSec"|"2021-09-24 00:00:00"|"Carmen González"|"SL015353"|"crm.lead"|"comment"|"LO hacen todo a través de riego automatico. Me dice que le envíe información y quedamos en hablar la próxima semana "
"548"|"SleadsSec"|"2021-09-24 00:00:00"|"Carmen González"|"SL015354"|"crm.lead"|"comment"|"INSTALADORES RIEGO. MONITORIZAN SEGUN EXIGENCIAS DEL CLIENTE. ME DICE QUE ENVIE INFORMACION A ISA. QUEDAMOS EN HABLAR LA PROXIMA SEMANA "
"549"|"SleadsSec"|"2021-09-27 00:00:00"|"Gloria Mohedano"|"SL015355"|"crm.lead"|"comment"|"Necesitamos oferta para 1-	LED POWER SUPPLY REF: FACV-24200- O SIMILAR Muchas gracias "
"550"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015356"|"crm.lead"|"comment"|"COOPERATIVA DE PLATANAO Y AGUACATE HAY QUE HABLAR CON LA GERENTE. NO ESTA. "
"551"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015357"|"crm.lead"|"comment"|"Es una empresa de servicios agrarios. No monitorizan pero les gustaría recibir información "
"552"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015358"|"crm.lead"|"comment"|"SE DEDICAN A REFORMAS Y MANTENIMIENTO DE JARDINES SON JARDINES PRIVADOS Y NO NECESITAN MONITORIZACION "
"553"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015359"|"crm.lead"|"comment"|"SON UN VIVERO NO RESPONDEN AL TELEFONO "
"554"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015360"|"crm.lead"|"comment"|"SE DEDICAN AL CULTIVO DE LA FRESA. hAY QUE HABLAR CON EL GERENTE QUE NO SE ENCUENTRA. LLAMAR MAÑANA "
"555"|"SleadsSec"|"2021-09-27 00:00:00"|"Carmen González"|"SL015361"|"crm.lead"|"comment"|"SE DEDICAN AL CULTIVO DEL AJO NO RESPONDEN NI EN FIJO NI EN MOVIL "
"556"|"SleadsSec"|"2021-09-28 00:00:00"|"Carmen González"|"SL015362"|"crm.lead"|"comment"|"QUIEREN PRECIO Y PLAZO PARA 13 EQUIPOS BOXER-6839-A2-1010 CON CPU 6100TE, 4GB RAM Y 64SSD "
"557"|"SleadsSec"|"2021-09-28 00:00:00"|"Gloria Mohedano"|"SL015363"|"crm.lead"|"comment"|"CONVERTIDOR DE SEÑAL Marca: ICP CON Modelo: 7188XCD    una udad. "
"558"|"SleadsSec"|"2021-09-28 00:00:00"|"Gloria Mohedano"|"SL015364"|"crm.lead"|"comment"|"Preciso de saber o vosso melhor preço e prazo de entrega para 50 e 100 unidades de ACS770LCB-050B-PFF-T. "
"559"|"SleadsSec"|"2021-09-29 00:00:00"|"Carmen González"|"SL015365"|"crm.lead"|"comment"|"NOS CONODEN DE TEMPERATURA Y CONTROL "
"560"|"SleadsSec"|"2021-09-30 00:00:00"|"Gloria Mohedano"|"SL015366"|"crm.lead"|"comment"|"Soy Meryl Cruz, del Instituto de Bioingeniería de Cataluña y estamos planeando adquirir sensores de su empresa.Para ello, necesitamos saber si están disponibles, para poder pedir un presupuesto de los siguientes sensores: 5 x TGS 8100 Figaro -Sensor de gas de COV 5x TGS1820 Figaro - ACETONE GAS SENSOR Gracias y espero que me puedan ayudar. "
"561"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015368"|"crm.lead"|"comment"|"Sé que Juan José es el contacto valido, porque me lo han dado ellos pero no consigo contactar con él porque está siempre reunido "
"562"|"SleadsSec"|"2021-10-07 00:00:00"|"José Luis Trillo"|"SL015368"|"crm.lead"|"comment"|"Al final, me comentan en administración que Juan José no conoce nuestra empresa y que no se quiere poner. Prefieren que envíe una presentación al email genérico y ellos se lo reenvían "
"563"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015369"|"crm.lead"|"comment"|"He llamado unas 5 veces sin respuesta. He enviado email con información del webinar y de nuestras líneas "
"564"|"SleadsSec"|"2021-10-07 00:00:00"|"José Luis Trillo"|"SL015369"|"crm.lead"|"comment"|"No cogen el teléfono ni responden a mi email "
"565"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015370"|"crm.lead"|"comment"|"Le comento sobre el webinar y le hago un poco de intro. Me pide el link y me pide que le pase info pq ellos tambien llevan los sistemas de automatización, tanto en jardines como en temas agrícolas "
"566"|"SleadsSec"|"2021-09-30 00:00:00"|"Gloria Mohedano"|"SL015371"|"crm.lead"|"comment"|"Estaba interesado en chips GPS y pantallas táctiles  (12"" aprox). Queria conocer precios y disponibilidad. "
"567"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015372"|"crm.lead"|"comment"|"Empresa de limpieza y de estética de jardines. No llevan aspectos técnicos como la instalación de sensores o de actuadores. Lo más técnico que hacen es instalar el sistema de riego con sus tuberías, aspersores, ´ pero nada de telegestión. "
"568"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015373"|"crm.lead"|"comment"|"Me comenta que solo se dedican a laboreo para 3os. Tema de podar, tratamientos químicos, etc. Por mantenimiento solo se refieren a temas presenciales  y no tienen poder de decisión sobre la sensorica que se pongan sobre los terrenos de 3os, para los que trabajan. "
"569"|"SleadsSec"|"2021-09-30 00:00:00"|"José Luis Trillo"|"SL015374"|"crm.lead"|"comment"|"Plataforma informativa de temática de agricultura. No consumen ni realizan servicios para la agricultura "
"570"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015375"|"crm.lead"|"comment"|"Mantenimiento del jardín y ponen sistemas de riego, pero todo lo que es la instalación de los tipicos sistemas mecánicos, nada de comunicación ni telegestión. Los sensores no cree que le interesen a sus clientes, porque son sobretodo jardines particulares. Ellos no lo pueden asumir porque se encareceria el servicio y no serían competitivos "
"571"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015376"|"crm.lead"|"comment"|"Solo aplican tratamientos para la fertilidad del suelo, nada de sensorica ni actuación. "
"572"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015377"|"crm.lead"|"comment"|"Se especializan en la estética de los jardines. Los sistemas de riego, a veces los llevan también pero nada de telegestión. Sobretodo hacen jardines particulares. "
"573"|"SleadsSec"|"2021-10-01 00:00:00"|"Gloria Mohedano"|"SL015378"|"crm.lead"|"comment"|"Necesito repuesto de un convertidor DC/DC MI1024S-05ERV "
"574"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015379"|"crm.lead"|"comment"|"he llamado varias veces a sus dos teléfonos. El fijo me salta un contestador conforme no existe y el móvil no me lo cogen "
"575"|"SleadsSec"|"2021-10-06 00:00:00"|"José Luis Trillo"|"SL015379"|"crm.lead"|"comment"|"jardineriagalizano@yahoo.es Es el correo de fernando Me ha dado también su movil que es 669 01 98 48 Me dice que es su socio y que domina más tecnicamente además, está más vinculado a la empresa, porque Alvaro, casi no toca estos temas, está más desvinculado. "
"576"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015380"|"crm.lead"|"comment"|"Talan, podan y decoran jardines, pero no llevan nada de automatización. "
"577"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015381"|"crm.lead"|"comment"|"Me comentan que, en general, solo hacen el mecanizado de los invernaderos y que como mucho le ponen algun sensor de temperatura de un partner suyo,  para abrir las ventanas si se sobrecalienta demasiado el recinto. No les sale a cuenta cambiar de distribuidor para 3-4 sensores al año "
"578"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015383"|"crm.lead"|"comment"|"distribuyen cultivos, fertilizantes, abonos, herramientas, etc Nada de automatización "
"579"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015384"|"crm.lead"|"comment"|"Sobre todo se centran en la estética de los jardines. Hacen diseños con flores y es donde enfocan su negocio. or mantenimiento, se refieren a podar, mantenerlo bonito. Los sistemas de riego es simplemente, temas de válvulas, tuberías, aspersores, etc. Nada de control remoto. "
"580"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015385"|"crm.lead"|"comment"|"Me comenta que el que les vende el abono y las semillas, también le hace un servicio de revision de la calidad del suelo, mediante estudio en laboratorio, por lo que en sensorica no están interesados. El sistema de riego que tienen ya están automatizados y no creen que podamos ayudarle en nada. Me comenta que mejor no llame más, para no perder el tiempo "
"581"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015386"|"crm.lead"|"comment"|"Instalan tuberías, piscinas y sistemas de riego. En temas de riego, tienen diferentes aspersores que instalan a necesidad, pero de sensorica y actuación no tocan nada, solo el sistema de riego en si. "
"582"|"SleadsSec"|"2021-10-04 00:00:00"|"Gloria Mohedano"|"SL015387"|"crm.lead"|"comment"|"Solicita la presentación en PDF del webinar Industria 4.0 "
"583"|"SleadsSec"|"2021-10-07 00:00:00"|"José Luis Trillo"|"SL015387"|"crm.lead"|"comment"|"No me coge el teléfono "
"584"|"SleadsSec"|"2021-10-04 00:00:00"|"Gloria Mohedano"|"SL015388"|"crm.lead"|"comment"|"Solicita la presentación en pdf del webinar Industria 4.0 "
"585"|"SleadsSec"|"2021-10-07 00:00:00"|"José Luis Trillo"|"SL015388"|"crm.lead"|"comment"|"Salta el contestador Me comenta que ellos trabajan en el sector de las piscinas. Hacen alguna placa propietaria para domótica de piscinas. Le comento que para las coms de la piscina, puede poner comunicación LPWAN y me pide info. "
"586"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015389"|"crm.lead"|"comment"|"Solo hacen servicio de jardinería. En temas de riego, comentan que no usan actuadores, simplemente van mecanizados y se puede programar un horario de riego, pero nada complejo. "
"587"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015390"|"crm.lead"|"comment"|"No hay contactos validos en linkedin. Llamo preguntando por alguien del departamento tecnico. Me piden el motivo y le explico un poco. Me dice que envíe correo al email genérico y que ella lo pasa. kernel@kernelexport.es. No me ha querido pasar con nadie por teléfono "
"588"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015391"|"crm.lead"|"comment"|"No pone su número de teléfono en ningún lado. Les dejo un comentario en su web y ya está. No tienen buena pinta, parece que solo realizan jardines para casas (cultivar, no automatizar) Sin respuesta en 2 semanas "
"589"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015392"|"crm.lead"|"comment"|"Venden y asesoran en temas de insecticida y fertilizante, nada de riego "
"590"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015393"|"crm.lead"|"comment"|"Le llamo y cuando me lo coge y le digo que soy comercial me dice que no le interesa nada y me cuelga. Le vuelvo a llamar y ni me lo coge. "
"591"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015394"|"crm.lead"|"comment"|"Dice que ni idea de que hablo, que ellos solo son especialistas en jardines y floristeria pero lo que es dispositivos no tiene ni idea "
"592"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015395"|"crm.lead"|"comment"|"Venden y asesoran en temas de insecticida, nada de riego "
"593"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015396"|"crm.lead"|"comment"|"Me comentan que se dedican a mantener jardines en fincas rusticas plantaciones de olivo,´ sistemas de riego con programador reinvert y a veces sensor de lluvia para anular el riego cuando llueve. Ademas cada semana envían jardineros para revisar los jardines, por lo que no están interesados en temas de automatización. "
"594"|"SleadsSec"|"2021-10-04 00:00:00"|"José Luis Trillo"|"SL015397"|"crm.lead"|"comment"|"Ponen algun sensor de temperatura, humedad, etc en sus invernaderos, lo que cuando le he ido a pedir info sobre el tipo de sensor  para ver si pueden estar interesados en tecnología LoRa, me ha dicho que es que está bastante liado y prefiere leer la info por email. Le envío correo. "
"595"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015398"|"crm.lead"|"comment"|"Planta hornamental. En cada invernadero tienen bastantes plantas de diferentes tipos y no están interesados en automatizar procesos. Comenta que en su momento cogieron una finca y la llenaron de sensores, pero que por su experiencia, para el tipo de plantas que llevan, les va mucho mejor hacerlo a ojo y finalmente volvieron a lo tradicional. "
"596"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015399"|"crm.lead"|"comment"|"Me dicen que hay una persona que se dedica a los temas de automatización, pero que teletrabaja y no me puede pasar con ella. Email enviado, pendiente de respuesta "
"597"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015400"|"crm.lead"|"comment"|"No me cogen el teléfono en 5 llamadas "
"598"|"SleadsSec"|"2021-10-06 00:00:00"|"José Luis Trillo"|"SL015400"|"crm.lead"|"comment"|"Me dan el contacto de la responsable técnica, pero me comentan que está de baja. Ahora mismo no están valorando este tipo de adquisiones por eso mismo, pero cuando se reincorpore, puede mirar el mail y decirnos algo. No sabe cuando se va a reincorporar porque está de baja por motivos médicos, asi que hasta que no está bien de salud, nada "
"599"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015401"|"crm.lead"|"comment"|"No me cogen el teléfono en 5 llamadas "
"600"|"SleadsSec"|"2021-10-06 00:00:00"|"José Luis Trillo"|"SL015401"|"crm.lead"|"comment"|"Finalmente me lo cogen. Me comentan que están poco por la oficina Quien me atiende es la responsable de producción. Dice que llame hoy en una hora o así, que cree que se pasará por la oficina el director técnico Llamo pero no me lo cogen de nuevo "
"601"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015402"|"crm.lead"|"comment"|"Sales lead de quectel, porque han pedido información del documento QCOM_V1.6. Es un archivo del bg95, pero a nosotros no nos lo han pedido. Llamo para investigar, pero comunica. "
"602"|"SleadsSec"|"2021-10-05 00:00:00"|"José Luis Trillo"|"SL015403"|"crm.lead"|"comment"|"Hacen una consulta a Quectel sobre Laptop/PC/server "
"603"|"SleadsSec"|"2021-10-26 00:00:00"|"Renato Vila"|"SL015408"|"crm.lead"|"comment"|"Se pensaba que el BNERGY era algo relacionado a energías renovables, ya que es el sector en el que se mueven. "
"604"|"SleadsSec"|"2021-10-22 00:00:00"|"José Luis Trillo"|"SL015435"|"crm.lead"|"comment"|"Gestionado en SL015419 "
"605"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015442"|"crm.lead"|"comment"|"gestionado en SL015441 "
"606"|"SleadsSec"|"2021-10-13 00:00:00"|"José Luis Trillo"|"SL015444"|"crm.lead"|"comment"|"Ningún sentido llamarles para esta newsletter "
"607"|"SleadsSec"|"2021-10-22 00:00:00"|"Renato Vila"|"SL015447"|"crm.lead"|"comment"|"No es posible contactar con esta empresa por ningún teléfono, lo volveré a intentar otro día. "
"608"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015449"|"crm.lead"|"comment"|"gestionado en SL015441 "
"609"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015462"|"crm.lead"|"comment"|"gestionado en SL015441 "
"610"|"SleadsSec"|"2021-10-13 00:00:00"|"José Luis Trillo"|"SL015464"|"crm.lead"|"comment"|"se lleva todo desde madrid "
"611"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015470"|"crm.lead"|"comment"|"gestionado en SL015441 "
"612"|"SleadsSec"|"2021-10-28 00:00:00"|"Renato Vila"|"SL015485"|"crm.lead"|"comment"|"Curiosidad del Bnergy pero no va relacionado con Energía Renovables. Envío correo del resto de productos. "
"613"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015491"|"crm.lead"|"comment"|"gestionado en SL015441 "
"614"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015507"|"crm.lead"|"comment"|"gestionado en SL015440 "
"615"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015522"|"crm.lead"|"comment"|"gestionado en SL015441 "
"616"|"SleadsSec"|"2021-10-14 00:00:00"|"José Luis Trillo"|"SL015540"|"crm.lead"|"comment"|"gestionado en SL015441 "
"617"|"SleadsSec"|"2021-10-22 00:00:00"|"Renato Vila"|"SL015542"|"crm.lead"|"comment"|"Está de baja, pero ya conoce nuestras soluciones. "
"618"|"SleadsSec"|"2021-10-13 00:00:00"|"José Luis Trillo"|"SL015546"|"crm.lead"|"comment"|"Llevan temas de componentes y no hay nada nuevo en ese aspecto "
"619"|"SleadsSec"|"2021-10-06 00:00:00"|"José Luis Trillo"|"SL015550"|"crm.lead"|"comment"|"Contacto de PRODIMAR. Para intentar vender paneles PC, visualización, etc. "
"620"|"SleadsSec"|"2021-10-07 00:00:00"|"Gloria Mohedano"|"SL015552"|"crm.lead"|"comment"|"Gostaria de receber proposta para: Terminal táctil de 15""  PPC-F15B-BTi-J1/2G/R-R22 Terminal táctil 15"" Entry Level PPC-15CAPHBAL4G128G Gracias "
"621"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015553"|"crm.lead"|"comment"|"SI asistió a la sesión "
"622"|"SleadsSec"|"2021-10-22 00:00:00"|"José Luis Trillo"|"SL015553"|"crm.lead"|"comment"|"Realizan distribución de maquinaria industrial y reparan/mantienen interés personal "
"623"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015554"|"crm.lead"|"comment"|"NO asistió a la sesió "
"624"|"SleadsSec"|"2021-10-25 00:00:00"|"José Luis Trillo"|"SL015554"|"crm.lead"|"comment"|"Me cuelga "
"625"|"SleadsSec"|"2021-10-27 00:00:00"|"José Luis Trillo"|"SL015554"|"crm.lead"|"comment"|"Por fin consigo contactar con él, me comenta que se inscribió porque quería saber sobre nosotros. Está interesado en conseguir controladoras tipo arduino pero a nivel industrial. Le digo que lo más proximo que llevamos son pcs embedded con baja potencia pero de momento no está interesado. Le paso un email para que se guarde mi contacto. La aplicación es para automatización de maquinaria de su empresa "
"626"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015555"|"crm.lead"|"comment"|"NO asistió a la sesió "
"627"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015556"|"crm.lead"|"comment"|"SI asistió a la sesió "
"628"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015557"|"crm.lead"|"comment"|"NO asistió a la sesió "
"629"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015558"|"crm.lead"|"comment"|"SI asistió a la sesió "
"630"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015559"|"crm.lead"|"comment"|"SI asistió a la sesió "
"631"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015560"|"crm.lead"|"comment"|"NO asistió a la sesió "
"632"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015561"|"crm.lead"|"comment"|"NO asistió a la sesió "
"633"|"SleadsSec"|"2021-10-25 00:00:00"|"José Luis Trillo"|"SL015561"|"crm.lead"|"comment"|"Salta el contestador Me devuelve la llamada una tal helena y dice que no conoce a ningún Álvaro. No nos ha dejado un teléfono correcto Envío email "
"634"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015562"|"crm.lead"|"comment"|"NO asistió a la sesió "
"635"|"SleadsSec"|"2021-10-22 00:00:00"|"Renato Vila"|"SL015562"|"crm.lead"|"comment"|"Ya conoce nuestras marcas, le suministramos Winmate, quería saber si llevabamos un nuevo fabricante. "
"636"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015563"|"crm.lead"|"comment"|"SI asistió a la sesió "
"637"|"SleadsSec"|"2021-10-25 00:00:00"|"José Luis Trillo"|"SL015563"|"crm.lead"|"comment"|"Me salta el contestador Me dice que se desconectó en medio del webinar porque no tenía tiempo de nada. Dice que el no compra ni prescribe, solo programa sus clientes son ingenierías y ya le viene dado el HMI/PLC de cliente final. Suele ser Siemens "
"638"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015564"|"crm.lead"|"comment"|"SI asistió a la sesió "
"639"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015565"|"crm.lead"|"comment"|"SI asistió a la sesió "
"640"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015566"|"crm.lead"|"comment"|"NO asistió a la sesió "
"641"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015567"|"crm.lead"|"comment"|"SI asistió a la sesió "
"642"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015568"|"crm.lead"|"comment"|"SI asistió a la sesió "
"643"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015569"|"crm.lead"|"comment"|"SI asistió a la sesió "
"644"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015570"|"crm.lead"|"comment"|"SI asistió a la sesió "
"645"|"SleadsSec"|"2021-10-13 00:00:00"|"José Luis Trillo"|"SL015570"|"crm.lead"|"comment"|"Porque se me asigna un sales que es para Mayte? "
"646"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015571"|"crm.lead"|"comment"|"NO asistió a la sesió "
"647"|"SleadsSec"|"2021-10-22 00:00:00"|"Renato Vila"|"SL015571"|"crm.lead"|"comment"|"No pudo asistir, le he presentado todo nuestro portfolio hace un par de semanas. "
"648"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015572"|"crm.lead"|"comment"|"SI asistió a la sesió "
"649"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015573"|"crm.lead"|"comment"|"NO asistió a la sesió "
"650"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015574"|"crm.lead"|"comment"|"NO asistió a la sesió "
"651"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015575"|"crm.lead"|"comment"|"SI asistió a la sesió "
"652"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015576"|"crm.lead"|"comment"|"SI asistió a la sesió "
"653"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015577"|"crm.lead"|"comment"|"SI asistió a la sesió "
"654"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015578"|"crm.lead"|"comment"|"SI asistió a la sesió "
"655"|"SleadsSec"|"2021-10-15 00:00:00"|"Renato Vila"|"SL015578"|"crm.lead"|"comment"|"Se ha grabado la sesión pero no ha tenido tiempo de mirársela. Le pongo un corro para que me pase las especificaciones de HMI que suelen usar como Siemens y Weidmuller. "
"656"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015579"|"crm.lead"|"comment"|"SI asistió a la sesió "
"657"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015580"|"crm.lead"|"comment"|"SI asistió a la sesió "
"658"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015581"|"crm.lead"|"comment"|"SI asistió a la sesió "
"659"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015582"|"crm.lead"|"comment"|"NO asistió a la sesió "
"660"|"SleadsSec"|"2021-10-26 00:00:00"|"José Luis Trillo"|"SL015582"|"crm.lead"|"comment"|"asistio y hace programas de automatización PLCs y HMI. Suelen poner siemens o flexen de hasta 10"" kinko. Le comento de pasarle info de iei, faytec y winmate Me dice que vale, pero normalmente sus clientes suelen trabajar siemens lo que más y es lo que le piden. Le paso info por si sale algo puntual "
"661"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015583"|"crm.lead"|"comment"|"NO asistió a la sesió "
"662"|"SleadsSec"|"2021-10-26 00:00:00"|"José Luis Trillo"|"SL015583"|"crm.lead"|"comment"|"plc hmi scada es una de sus líneas principales para poner en sus máquinas. Recientemente también empezaron a poner temas de IA y ahora van a empezar con industria 4.0 Me ha dicho que le pase info de todo lo que llevamos y que le envíe los webinars de industria 4.0 y machine learning "
"663"|"SleadsSec"|"2021-10-08 00:00:00"|"Gloria Mohedano"|"SL015584"|"crm.lead"|"comment"|"NO asistió a la sesió "
